"Row_ID";"Order_ID";"Ship_Date";"Ship_Mode";"Customer_ID";"Customer_Name";"Segment";"Country";"City";"State";"Postal_Code";"Region";"Product_ID";"Category";"Sub_Category";"Product_Name";"Sales";"Quantity";"Discount";"Profit";"Order_Date"
2135;"CA-2015-122210";"12/4/2015";"Standard Class";"WB-21850";"William Brown";"Consumer";"United States";"Philadelphia";"Pennsylvania";19134;"East";"OFF-FA-10000053";"Office Supplies";"Fasteners";"Revere Boxed Rubber Bands by Revere";10.584;7;0.2;-2.3814;"2015-11-30"
2136;"CA-2015-122210";"12/4/2015";"Standard Class";"WB-21850";"William Brown";"Consumer";"United States";"Philadelphia";"Pennsylvania";19134;"East";"TEC-PH-10002807";"Technology";"Phones";"Motorla HX550 Universal Bluetooth Headset";94.92;4;0.4;15.82;"2015-11-30"
2137;"CA-2015-156377";"1/5/2016";"Standard Class";"TB-21625";"Trudy Brown";"Consumer";"United States";"Grand Prairie";"Texas";75051;"Central";"FUR-FU-10002364";"Furniture";"Furnishings";"Eldon Expressions Wood Desk Accessories, Oak";14.76;5;0.6;-11.439;"2015-12-31"
2139;"US-2017-157896";"11/16/2017";"Same Day";"CB-12415";"Christy Brittain";"Consumer";"United States";"New York City";"New York";10009;"East";"OFF-PA-10004092";"Office Supplies";"Paper";"Tops Green Bar Computer Printout Paper";146.82;3;0.0;73.41;"2017-11-16"
2140;"CA-2014-159520";"6/11/2014";"Standard Class";"GT-14635";"Grant Thornton";"Corporate";"United States";"Long Beach";"New York";11561;"East";"OFF-BI-10003982";"Office Supplies";"Binders";"Wilson Jones Century Plastic Molded Ring Binders";149.544;9;0.2;50.4711;"2014-06-06"
2145;"CA-2016-155481";"9/5/2016";"Standard Class";"DK-13225";"Dean Katz";"Corporate";"United States";"Philadelphia";"Pennsylvania";19140;"East";"OFF-FA-10002780";"Office Supplies";"Fasteners";"Staples";16.688;7;0.2;5.4236;"2016-09-01"
2147;"US-2016-152051";"6/29/2016";"Standard Class";"TS-21160";"Theresa Swint";"Corporate";"United States";"York";"Pennsylvania";17403;"East";"OFF-BI-10004781";"Office Supplies";"Binders";"GBC Wire Binding Strips";38.088;4;0.7;-27.9312;"2016-06-25"
2150;"CA-2017-102771";"4/5/2017";"Standard Class";"DO-13435";"Denny Ordway";"Consumer";"United States";"New York City";"New York";10035;"East";"TEC-PH-10001536";"Technology";"Phones";"Spigen Samsung Galaxy S5 Case Wallet";84.95;5;0.0;22.087;"2017-03-31"
2153;"CA-2015-123505";"11/26/2015";"Standard Class";"AR-10540";"Andy Reiter";"Consumer";"United States";"Quincy";"Massachusetts";2169;"East";"OFF-PA-10002586";"Office Supplies";"Paper";"Xerox 1970";14.94;3;0.0;7.0218;"2015-11-22"
2154;"CA-2016-117282";"7/18/2016";"Standard Class";"DR-12880";"Dan Reichenbach";"Corporate";"United States";"New York City";"New York";10009;"East";"OFF-BI-10004094";"Office Supplies";"Binders";"GBC Standard Plastic Binding Systems Combs";14.16;2;0.2;5.133;"2016-07-14"
2155;"US-2016-120460";"5/5/2016";"Standard Class";"BF-11170";"Ben Ferrer";"Home Office";"United States";"Dallas";"Texas";75081;"Central";"FUR-FU-10004973";"Furniture";"Furnishings";"Flat Face Poster Frame";22.608;3;0.6;-10.1736;"2016-04-30"
2156;"CA-2016-111115";"7/27/2016";"Second Class";"LB-16735";"Larry Blacks";"Consumer";"United States";"Los Angeles";"California";90032;"West";"OFF-FA-10000624";"Office Supplies";"Fasteners";"OIC Binder Clips";21.48;6;0.0;10.74;"2016-07-25"
2158;"CA-2014-124646";"6/24/2014";"First Class";"DV-13465";"Dianna Vittorini";"Consumer";"United States";"Minneapolis";"Minnesota";55407;"Central";"OFF-ST-10001469";"Office Supplies";"Storage";"Fellowes Bankers Box Recycled Super Stor/Drawer";161.94;3;0.0;9.7164;"2014-06-22"
2159;"CA-2017-148166";"10/26/2017";"Standard Class";"NK-18490";"Neil Knudson";"Home Office";"United States";"Deltona";"Florida";32725;"South";"OFF-AR-10004956";"Office Supplies";"Art";"Newell 33";17.856;4;0.2;2.0088;"2017-10-21"
2160;"CA-2016-159737";"9/9/2016";"Standard Class";"CS-11950";"Carlos Soltero";"Consumer";"United States";"Chicago";"Illinois";60610;"Central";"OFF-BI-10004236";"Office Supplies";"Binders";"XtraLife ClearVue Slant-D Ring Binder, White, 3""""";8.808;3;0.8;-14.9736;"2016-09-03"
2163;"CA-2017-166296";"3/19/2017";"Standard Class";"KF-16285";"Karen Ferguson";"Home Office";"United States";"Manteca";"California";95336;"West";"OFF-PA-10004359";"Office Supplies";"Paper";"Multicolor Computer Printout Paper";314.55;3;0.0;150.984;"2017-03-13"
2164;"CA-2016-154018";"10/19/2016";"Standard Class";"HA-14920";"Helen Andreada";"Consumer";"United States";"Laredo";"Texas";78041;"Central";"TEC-AC-10002402";"Technology";"Accessories";"Razer Kraken PRO Over Ear PC and Music Headset";191.976;3;0.2;23.997;"2016-10-13"
2165;"CA-2016-154018";"10/19/2016";"Standard Class";"HA-14920";"Helen Andreada";"Consumer";"United States";"Laredo";"Texas";78041;"Central";"OFF-PA-10000551";"Office Supplies";"Paper";"Array Memo Cubes";8.288;2;0.2;3.0044;"2016-10-13"
2166;"CA-2016-154018";"10/19/2016";"Standard Class";"HA-14920";"Helen Andreada";"Consumer";"United States";"Laredo";"Texas";78041;"Central";"FUR-FU-10003394";"Furniture";"Furnishings";"Tenex ""The Solids"""" Textured Chair Mats""";139.92;5;0.6;-150.414;"2016-10-13"
2167;"CA-2016-154018";"10/19/2016";"Standard Class";"HA-14920";"Helen Andreada";"Consumer";"United States";"Laredo";"Texas";78041;"Central";"OFF-AR-10002067";"Office Supplies";"Art";"Newell 334";15.872;1;0.2;1.1904;"2016-10-13"
2168;"CA-2016-154018";"10/19/2016";"Standard Class";"HA-14920";"Helen Andreada";"Consumer";"United States";"Laredo";"Texas";78041;"Central";"OFF-BI-10004140";"Office Supplies";"Binders";"Avery Non-Stick Binders";6.286;7;0.8;-11.0005;"2016-10-13"
2169;"CA-2017-117870";"1/30/2017";"Second Class";"JH-15820";"John Huston";"Consumer";"United States";"Kent";"Ohio";44240;"East";"OFF-AR-10004078";"Office Supplies";"Art";"Newell 312";14.016;3;0.2;1.752;"2017-01-27"
2171;"CA-2017-117870";"1/30/2017";"Second Class";"JH-15820";"John Huston";"Consumer";"United States";"Kent";"Ohio";44240;"East";"TEC-PH-10003931";"Technology";"Phones";"JBL Micro Wireless Portable Bluetooth Speaker";107.982;3;0.4;-26.9955;"2017-01-27"
2172;"US-2017-137491";"11/25/2017";"Standard Class";"LC-16930";"Linda Cazamias";"Corporate";"United States";"San Angelo";"Texas";76903;"Central";"FUR-CH-10004675";"Furniture";"Chairs";"Lifetime Advantage Folding Chairs, 4/Carton";305.312;2;0.3;-8.7232;"2017-11-19"
2174;"CA-2016-112025";"8/4/2016";"Standard Class";"LS-16975";"Lindsay Shagiari";"Home Office";"United States";"Houston";"Texas";77070;"Central";"OFF-BI-10002353";"Office Supplies";"Binders";"GBC VeloBind Cover Sets";9.264;3;0.8;-13.896;"2016-07-30"
2176;"CA-2016-125738";"10/21/2016";"Standard Class";"PB-18805";"Patrick Bzostek";"Home Office";"United States";"Salt Lake City";"Utah";84106;"West";"OFF-PA-10000740";"Office Supplies";"Paper";"Xerox 1982";45.68;2;0.0;21.0128;"2016-10-15"
2177;"CA-2016-125738";"10/21/2016";"Standard Class";"PB-18805";"Patrick Bzostek";"Home Office";"United States";"Salt Lake City";"Utah";84106;"West";"OFF-PA-10003001";"Office Supplies";"Paper";"Xerox 1986";60.12;9;0.0;28.8576;"2016-10-15"
2181;"CA-2016-128818";"5/11/2016";"Standard Class";"CJ-12010";"Caroline Jumper";"Consumer";"United States";"New York City";"New York";10009;"East";"OFF-LA-10003923";"Office Supplies";"Labels";"Alphabetical Labels for Top Tab Filing";44.4;3;0.0;22.2;"2016-05-07"
2182;"CA-2016-128818";"5/11/2016";"Standard Class";"CJ-12010";"Caroline Jumper";"Consumer";"United States";"New York City";"New York";10009;"East";"FUR-CH-10002084";"Furniture";"Chairs";"Hon Mobius Operator's Chair";442.764;4;0.1;59.0352;"2016-05-07"
2183;"CA-2016-128818";"5/11/2016";"Standard Class";"CJ-12010";"Caroline Jumper";"Consumer";"United States";"New York City";"New York";10009;"East";"TEC-MA-10000488";"Technology";"Machines";"Bady BDG101FRU Card Printer";3999.95;5;0.0;1159.9855;"2016-05-07"
2184;"CA-2016-128818";"5/11/2016";"Standard Class";"CJ-12010";"Caroline Jumper";"Consumer";"United States";"New York City";"New York";10009;"East";"TEC-AC-10001767";"Technology";"Accessories";"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card";199.95;5;0.0;21.9945;"2016-05-07"
2185;"CA-2016-128818";"5/11/2016";"Standard Class";"CJ-12010";"Caroline Jumper";"Consumer";"United States";"New York City";"New York";10009;"East";"FUR-FU-10001940";"Furniture";"Furnishings";"Staple-based wall hangings";63.68;8;0.0;28.0192;"2016-05-07"
2186;"CA-2017-124576";"8/4/2017";"Second Class";"HK-14890";"Heather Kirkland";"Corporate";"United States";"Salinas";"California";93905;"West";"OFF-BI-10002735";"Office Supplies";"Binders";"GBC Prestige Therm-A-Bind Covers";54.896;2;0.2;18.5274;"2017-08-01"
2187;"CA-2016-101378";"7/14/2016";"Same Day";"RH-19600";"Rob Haberlin";"Consumer";"United States";"Huntsville";"Alabama";35810;"South";"TEC-AC-10002345";"Technology";"Accessories";"HP Standard 104 key PS/2 Keyboard";29.0;2;0.0;7.25;"2016-07-14"
2188;"CA-2017-143063";"8/15/2017";"Standard Class";"IL-15100";"Ivan Liston";"Consumer";"United States";"Columbus";"Indiana";47201;"Central";"OFF-EN-10003134";"Office Supplies";"Envelopes";"Staple envelope";70.08;6;0.0;35.04;"2017-08-10"
2190;"CA-2017-143063";"8/15/2017";"Standard Class";"IL-15100";"Ivan Liston";"Consumer";"United States";"Columbus";"Indiana";47201;"Central";"TEC-PH-10003645";"Technology";"Phones";"Aastra 57i VoIP phone";1454.49;9;0.0;378.1674;"2017-08-10"
2191;"CA-2016-118913";"6/29/2016";"Standard Class";"AS-10240";"Alan Shonely";"Consumer";"United States";"Los Angeles";"California";90049;"West";"OFF-AP-10000692";"Office Supplies";"Appliances";"Fellowes Mighty 8 Compact Surge Protector";60.81;3;0.0;17.0268;"2016-06-25"
2192;"CA-2016-128412";"12/17/2016";"Standard Class";"AP-10915";"Arthur Prichep";"Consumer";"United States";"Seattle";"Washington";98105;"West";"OFF-BI-10001718";"Office Supplies";"Binders";"GBC DocuBind P50 Personal Binding Machine";153.552;3;0.2;51.8238;"2016-12-10"
2193;"CA-2016-128412";"12/17/2016";"Standard Class";"AP-10915";"Arthur Prichep";"Consumer";"United States";"Seattle";"Washington";98105;"West";"OFF-AP-10002082";"Office Supplies";"Appliances";"Holmes HEPA Air Purifier";65.34;3;0.0;22.869;"2016-12-10"
2194;"CA-2016-128412";"12/17/2016";"Standard Class";"AP-10915";"Arthur Prichep";"Consumer";"United States";"Seattle";"Washington";98105;"West";"OFF-PA-10001125";"Office Supplies";"Paper";"Xerox 1988";123.92;4;0.0;55.764;"2016-12-10"
2195;"CA-2016-128412";"12/17/2016";"Standard Class";"AP-10915";"Arthur Prichep";"Consumer";"United States";"Seattle";"Washington";98105;"West";"OFF-AP-10000252";"Office Supplies";"Appliances";"Harmony HEPA Quiet Air Purifiers";35.1;3;0.0;12.285;"2016-12-10"
2196;"CA-2016-128412";"12/17/2016";"Standard Class";"AP-10915";"Arthur Prichep";"Consumer";"United States";"Seattle";"Washington";98105;"West";"TEC-AC-10003038";"Technology";"Accessories";"Kingston Digital DataTraveler 16GB USB 2.0";44.75;5;0.0;8.5025;"2016-12-10"
2197;"CA-2016-136483";"12/6/2016";"Standard Class";"AG-10390";"Allen Goldenen";"Consumer";"United States";"Knoxville";"Tennessee";37918;"South";"OFF-AR-10000940";"Office Supplies";"Art";"Newell 343";4.704;2;0.2;0.4116;"2016-12-01"
2198;"CA-2014-163013";"12/4/2014";"Standard Class";"BF-11080";"Bart Folk";"Consumer";"United States";"Montgomery";"Alabama";36116;"South";"OFF-AR-10001954";"Office Supplies";"Art";"Newell 331";14.67;3;0.0;3.9609;"2014-11-28"
2199;"CA-2015-135363";"4/2/2015";"Standard Class";"CK-12205";"Chloris Kastensmidt";"Consumer";"United States";"Philadelphia";"Pennsylvania";19120;"East";"OFF-PA-10003177";"Office Supplies";"Paper";"Xerox 1999";15.552;3;0.2;5.4432;"2015-03-28"
2200;"CA-2015-135363";"4/2/2015";"Standard Class";"CK-12205";"Chloris Kastensmidt";"Consumer";"United States";"Philadelphia";"Pennsylvania";19120;"East";"OFF-PA-10000533";"Office Supplies";"Paper";"Southworth Parchment Paper & Envelopes";5.232;1;0.2;1.7004;"2015-03-28"
2201;"US-2014-165659";"6/6/2014";"Standard Class";"LT-17110";"Liz Thompson";"Consumer";"United States";"Little Rock";"Arkansas";72209;"South";"FUR-FU-10001935";"Furniture";"Furnishings";"3M Hangers With Command Adhesive";22.2;6;0.0;9.102;"2014-06-01"
2202;"US-2014-165659";"6/6/2014";"Standard Class";"LT-17110";"Liz Thompson";"Consumer";"United States";"Little Rock";"Arkansas";72209;"South";"TEC-PH-10002563";"Technology";"Phones";"Adtran 1202752G1";881.93;7;0.0;229.3018;"2014-06-01"
2203;"CA-2015-138002";"9/12/2015";"Standard Class";"BT-11305";"Beth Thompson";"Home Office";"United States";"Seattle";"Washington";98103;"West";"OFF-BI-10002160";"Office Supplies";"Binders";"Acco Hanging Data Binders";6.096;2;0.2;2.1336;"2015-09-06"
2204;"CA-2015-138002";"9/12/2015";"Standard Class";"BT-11305";"Beth Thompson";"Home Office";"United States";"Seattle";"Washington";98103;"West";"FUR-FU-10004748";"Furniture";"Furnishings";"Howard Miller 16"" Diameter Gallery Wall Clock""";191.82;3;0.0;74.8098;"2015-09-06"
2206;"CA-2016-164350";"9/12/2016";"Second Class";"CG-12040";"Catherine Glotzbach";"Home Office";"United States";"Bristol";"Tennessee";37620;"South";"OFF-AR-10000538";"Office Supplies";"Art";"Boston Model 1800 Electric Pencil Sharpener, Gray";67.56;3;0.2;8.445;"2016-09-10"
2207;"US-2014-103905";"7/20/2014";"Standard Class";"AW-10930";"Arthur Wiediger";"Home Office";"United States";"Aurora";"Illinois";60505;"Central";"OFF-BI-10001098";"Office Supplies";"Binders";"Acco D-Ring Binder w/DublLock";29.932;7;0.8;-46.3946;"2014-07-14"
2209;"CA-2015-129854";"8/26/2015";"Standard Class";"RB-19705";"Roger Barcio";"Home Office";"United States";"New York City";"New York";10009;"East";"OFF-AR-10000390";"Office Supplies";"Art";"Newell Chalk Holder";16.52;4;0.0;7.5992;"2015-08-22"
2210;"CA-2014-125556";"11/16/2014";"Second Class";"ML-17410";"Maris LaWare";"Consumer";"United States";"Fairfield";"Connecticut";6824;"East";"TEC-PH-10001079";"Technology";"Phones";"Polycom SoundPoint Pro SE-225 Corded phone";832.93;7;0.0;233.2204;"2014-11-14"
2211;"CA-2014-125556";"11/16/2014";"Second Class";"ML-17410";"Maris LaWare";"Consumer";"United States";"Fairfield";"Connecticut";6824;"East";"OFF-BI-10003460";"Office Supplies";"Binders";"Acco 3-Hole Punch";43.8;10;0.0;21.024;"2014-11-14"
2212;"CA-2016-162313";"11/30/2016";"First Class";"VB-21745";"Victoria Brennan";"Corporate";"United States";"Lincoln Park";"Michigan";48146;"Central";"OFF-AP-10003842";"Office Supplies";"Appliances";"Euro-Pro Shark Turbo Vacuum";167.292;6;0.1;29.7408;"2016-11-27"
2213;"CA-2017-107874";"11/25/2017";"Standard Class";"SW-20275";"Scott Williamson";"Consumer";"United States";"New York City";"New York";10035;"East";"FUR-FU-10003535";"Furniture";"Furnishings";"Howard Miller Distant Time Traveler Alarm Clock";27.42;1;0.0;11.2422;"2017-11-21"
2214;"CA-2017-129378";"10/2/2017";"First Class";"NS-18505";"Neola Schneider";"Consumer";"United States";"San Jose";"California";95123;"West";"OFF-BI-10002012";"Office Supplies";"Binders";"Wilson Jones Easy Flow II Sheet Lifters";1.44;1;0.2;0.504;"2017-10-01"
2215;"CA-2017-129378";"10/2/2017";"First Class";"NS-18505";"Neola Schneider";"Consumer";"United States";"San Jose";"California";95123;"West";"OFF-BI-10001922";"Office Supplies";"Binders";"Storex Dura Pro Binders";61.776;13;0.2;20.8494;"2017-10-01"
2216;"CA-2017-129378";"10/2/2017";"First Class";"NS-18505";"Neola Schneider";"Consumer";"United States";"San Jose";"California";95123;"West";"OFF-AP-10000576";"Office Supplies";"Appliances";"Belkin 325VA UPS Surge Protector, 6'";241.96;2;0.0;60.49;"2017-10-01"
2217;"CA-2017-129378";"10/2/2017";"First Class";"NS-18505";"Neola Schneider";"Consumer";"United States";"San Jose";"California";95123;"West";"FUR-CH-10000553";"Furniture";"Chairs";"Metal Folding Chairs, Beige, 4/Carton";108.608;4;0.2;9.5032;"2017-10-01"
2218;"CA-2014-151953";"9/25/2014";"Standard Class";"DB-13555";"Dorothy Badders";"Corporate";"United States";"Jacksonville";"Florida";32216;"South";"OFF-AR-10003469";"Office Supplies";"Art";"Nontoxic Chalk";2.816;2;0.2;0.9856;"2014-09-20"
2219;"CA-2017-130841";"8/1/2017";"Standard Class";"MH-17620";"Matt Hagelstein";"Corporate";"United States";"San Francisco";"California";94110;"West";"OFF-BI-10000145";"Office Supplies";"Binders";"Zipper Ring Binder Pockets";9.984;4;0.2;3.6192;"2017-07-28"
2220;"CA-2017-130841";"8/1/2017";"Standard Class";"MH-17620";"Matt Hagelstein";"Corporate";"United States";"San Francisco";"California";94110;"West";"OFF-ST-10001580";"Office Supplies";"Storage";"Super Decoflex Portable Personal File";14.98;1;0.0;4.1944;"2017-07-28"
2221;"CA-2017-130841";"8/1/2017";"Standard Class";"MH-17620";"Matt Hagelstein";"Corporate";"United States";"San Francisco";"California";94110;"West";"TEC-PH-10001817";"Technology";"Phones";"Wilson Electronics DB Pro Signal Booster";1145.6;4;0.2;100.24;"2017-07-28"
2222;"CA-2015-131884";"12/6/2015";"Same Day";"DK-13375";"Dennis Kane";"Consumer";"United States";"Marion";"Ohio";43302;"East";"TEC-PH-10001578";"Technology";"Phones";"Polycom SoundStation2 EX Conference phone";485.94;2;0.4;-89.089;"2015-12-06"
2223;"CA-2015-131884";"12/6/2015";"Same Day";"DK-13375";"Dennis Kane";"Consumer";"United States";"Marion";"Ohio";43302;"East";"OFF-AR-10004078";"Office Supplies";"Art";"Newell 312";37.376;8;0.2;4.672;"2015-12-06"
2224;"CA-2015-131884";"12/6/2015";"Same Day";"DK-13375";"Dennis Kane";"Consumer";"United States";"Marion";"Ohio";43302;"East";"FUR-CH-10004860";"Furniture";"Chairs";"Global Low Back Tilter Chair";70.686;1;0.3;-24.2352;"2015-12-06"
2225;"CA-2017-121909";"8/5/2017";"Standard Class";"EA-14035";"Erin Ashbrook";"Corporate";"United States";"Philadelphia";"Pennsylvania";19134;"East";"OFF-PA-10003790";"Office Supplies";"Paper";"Xerox 1991";54.816;3;0.2;17.8152;"2017-07-31"
2227;"CA-2017-130771";"8/3/2017";"Standard Class";"LA-16780";"Laura Armstrong";"Corporate";"United States";"Austin";"Texas";78745;"Central";"OFF-FA-10003059";"Office Supplies";"Fasteners";"Assorted Color Push Pins";2.896;2;0.2;0.4706;"2017-07-29"
2228;"CA-2017-130771";"8/3/2017";"Standard Class";"LA-16780";"Laura Armstrong";"Corporate";"United States";"Austin";"Texas";78745;"Central";"TEC-PH-10002496";"Technology";"Phones";"Cisco SPA301";124.792;1;0.2;15.599;"2017-07-29"
2230;"CA-2014-128055";"4/5/2014";"Standard Class";"AA-10315";"Alex Avila";"Consumer";"United States";"San Francisco";"California";94122;"West";"OFF-BI-10004390";"Office Supplies";"Binders";"GBC DocuBind 200 Manual Binding Machine";673.568;2;0.2;252.588;"2014-03-31"
2231;"CA-2014-128055";"4/5/2014";"Standard Class";"AA-10315";"Alex Avila";"Consumer";"United States";"San Francisco";"California";94122;"West";"OFF-AP-10002765";"Office Supplies";"Appliances";"Fellowes Advanced Computer Series Surge Protectors";52.98;2;0.0;14.8344;"2014-03-31"
2234;"CA-2015-123232";"12/16/2015";"Second Class";"DJ-13630";"Doug Jacobs";"Consumer";"United States";"Portland";"Oregon";97206;"West";"TEC-PH-10001051";"Technology";"Phones";"HTC One";319.968;4;0.2;35.9964;"2015-12-14"
2235;"CA-2017-104066";"12/10/2017";"Standard Class";"QJ-19255";"Quincy Jones";"Corporate";"United States";"Burlington";"Vermont";5408;"East";"TEC-AC-10001013";"Technology";"Accessories";"Logitech ClearChat Comfort/USB Headset H390";205.03;7;0.0;67.6599;"2017-12-05"
2236;"CA-2015-145849";"9/17/2015";"Second Class";"CT-11995";"Carol Triggs";"Consumer";"United States";"Indianapolis";"Indiana";46203;"Central";"OFF-ST-10000025";"Office Supplies";"Storage";"Fellowes Stor/Drawer Steel Plus Storage Drawers";190.86;2;0.0;11.4516;"2015-09-15"
2237;"CA-2015-145849";"9/17/2015";"Second Class";"CT-11995";"Carol Triggs";"Consumer";"United States";"Indianapolis";"Indiana";46203;"Central";"OFF-AR-10000817";"Office Supplies";"Art";"Manco Dry-Lighter Erasable Highlighter";24.32;8;0.0;8.2688;"2015-09-15"
2238;"CA-2016-122322";"7/21/2016";"Standard Class";"RH-19510";"Rick Huthwaite";"Home Office";"United States";"Provo";"Utah";84604;"West";"OFF-SU-10000952";"Office Supplies";"Supplies";"Fiskars Home & Office Scissors";44.4;5;0.0;12.432;"2016-07-15"
2239;"CA-2017-166849";"4/26/2017";"Standard Class";"SJ-20125";"Sanjit Jacobs";"Home Office";"United States";"Chicago";"Illinois";60610;"Central";"FUR-FU-10004597";"Furniture";"Furnishings";"Eldon Cleatmat Chair Mats for Medium Pile Carpets";44.4;2;0.6;-52.17;"2017-04-20"
2242;"US-2016-126893";"12/1/2016";"Standard Class";"CT-11995";"Carol Triggs";"Consumer";"United States";"Philadelphia";"Pennsylvania";19134;"East";"TEC-PH-10004165";"Technology";"Phones";"Mitel MiVoice 5330e IP Phone";494.982;3;0.4;-115.4958;"2016-11-26"
2243;"CA-2017-103380";"11/25/2017";"Standard Class";"BF-11005";"Barry Franz";"Home Office";"United States";"Pasadena";"California";91104;"West";"OFF-ST-10003442";"Office Supplies";"Storage";"Eldon Portable Mobile Manager";56.56;2;0.0;15.2712;"2017-11-21"
2244;"CA-2017-103380";"11/25/2017";"Standard Class";"BF-11005";"Barry Franz";"Home Office";"United States";"Pasadena";"California";91104;"West";"OFF-AR-10003856";"Office Supplies";"Art";"Newell 344";5.56;2;0.0;1.4456;"2017-11-21"
2245;"CA-2017-103380";"11/25/2017";"Standard Class";"BF-11005";"Barry Franz";"Home Office";"United States";"Pasadena";"California";91104;"West";"OFF-FA-10004248";"Office Supplies";"Fasteners";"Advantus T-Pin Paper Clips";9.02;2;0.0;3.5178;"2017-11-21"
2246;"CA-2017-103380";"11/25/2017";"Standard Class";"BF-11005";"Barry Franz";"Home Office";"United States";"Pasadena";"California";91104;"West";"OFF-AP-10001492";"Office Supplies";"Appliances";"Acco Six-Outlet Power Strip, 4' Cord Length";8.62;1;0.0;2.2412;"2017-11-21"
2247;"CA-2017-103380";"11/25/2017";"Standard Class";"BF-11005";"Barry Franz";"Home Office";"United States";"Pasadena";"California";91104;"West";"TEC-PH-10004165";"Technology";"Phones";"Mitel MiVoice 5330e IP Phone";659.976;3;0.2;49.4982;"2017-11-21"
2248;"CA-2015-116092";"2/18/2015";"Second Class";"JM-16195";"Justin MacKendrick";"Consumer";"United States";"Los Angeles";"California";90004;"West";"OFF-PA-10004285";"Office Supplies";"Paper";"Xerox 1959";13.36;2;0.0;6.4128;"2015-02-15"
2250;"CA-2015-116092";"2/18/2015";"Second Class";"JM-16195";"Justin MacKendrick";"Consumer";"United States";"Los Angeles";"California";90004;"West";"OFF-BI-10000546";"Office Supplies";"Binders";"Avery Durable Binders";11.52;5;0.2;4.176;"2015-02-15"
2252;"CA-2015-116092";"2/18/2015";"Second Class";"JM-16195";"Justin MacKendrick";"Consumer";"United States";"Los Angeles";"California";90004;"West";"OFF-PA-10000477";"Office Supplies";"Paper";"Xerox 22";19.44;3;0.0;9.3312;"2015-02-15"
2253;"CA-2016-117849";"4/17/2016";"Second Class";"JK-16120";"Julie Kriz";"Home Office";"United States";"San Diego";"California";92105;"West";"OFF-PA-10004327";"Office Supplies";"Paper";"Xerox 1911";143.7;3;0.0;68.976;"2016-04-15"
2254;"CA-2015-169201";"10/1/2015";"First Class";"HG-14965";"Henry Goldwyn";"Corporate";"United States";"San Francisco";"California";94110;"West";"OFF-AP-10000696";"Office Supplies";"Appliances";"Holmes Odor Grabber";43.26;3;0.0;14.2758;"2015-09-28"
2255;"CA-2015-169201";"10/1/2015";"First Class";"HG-14965";"Henry Goldwyn";"Corporate";"United States";"San Francisco";"California";94110;"West";"OFF-AP-10002082";"Office Supplies";"Appliances";"Holmes HEPA Air Purifier";43.56;2;0.0;15.246;"2015-09-28"
2256;"CA-2016-164091";"9/22/2016";"Standard Class";"LA-16780";"Laura Armstrong";"Corporate";"United States";"Bangor";"Maine";4401;"East";"TEC-PH-10001944";"Technology";"Phones";"Wi-Ex zBoost YX540 Cellular Phone Signal Booster";437.85;3;0.0;131.355;"2016-09-17"
2258;"CA-2017-105214";"6/19/2017";"First Class";"TS-21610";"Troy Staebel";"Consumer";"United States";"San Francisco";"California";94122;"West";"FUR-CH-10000015";"Furniture";"Chairs";"Hon Multipurpose Stacking Arm Chairs";1212.96;7;0.2;90.972;"2017-06-16"
2260;"CA-2015-117611";"11/10/2015";"Second Class";"MZ-17335";"Maria Zettner";"Home Office";"United States";"San Diego";"California";92024;"West";"OFF-FA-10002280";"Office Supplies";"Fasteners";"Advantus Plastic Paper Clips";5.0;1;0.0;2.4;"2015-11-08"
2261;"CA-2015-117611";"11/10/2015";"Second Class";"MZ-17335";"Maria Zettner";"Home Office";"United States";"San Diego";"California";92024;"West";"TEC-AC-10002049";"Technology";"Accessories";"Logitech G19 Programmable Gaming Keyboard";371.97;3;0.0;66.9546;"2015-11-08"
2262;"US-2015-137960";"12/18/2015";"Same Day";"MW-18220";"Mitch Webber";"Consumer";"United States";"New York City";"New York";10035;"East";"TEC-AC-10002253";"Technology";"Accessories";"Imation Bio 8GB USB Flash Drive Imation Corp";166.24;1;0.0;24.936;"2015-12-18"
2263;"CA-2017-122994";"2/9/2017";"First Class";"MV-17485";"Mark Van Huff";"Consumer";"United States";"Arlington";"Virginia";22204;"South";"FUR-BO-10004015";"Furniture";"Bookcases";"Bush Andora Bookcase, Maple/Graphite Gray Finish";359.97;3;0.0;79.1934;"2017-02-06"
2264;"CA-2016-131065";"11/16/2016";"Second Class";"AA-10375";"Allen Armold";"Consumer";"United States";"Atlanta";"Georgia";30318;"South";"TEC-AC-10004145";"Technology";"Accessories";"Logitech diNovo Edge Keyboard";499.98;2;0.0;114.9954;"2016-11-14"
2266;"CA-2016-131065";"11/16/2016";"Second Class";"AA-10375";"Allen Armold";"Consumer";"United States";"Atlanta";"Georgia";30318;"South";"OFF-BI-10004970";"Office Supplies";"Binders";"ACCOHIDE 3-Ring Binder, Blue, 1""""";8.26;2;0.0;3.8822;"2016-11-14"
2267;"CA-2017-149146";"10/12/2017";"Same Day";"SM-20320";"Sean Miller";"Home Office";"United States";"Monroe";"North Carolina";28110;"South";"OFF-PA-10003919";"Office Supplies";"Paper";"Xerox 1989";7.968;2;0.2;2.6892;"2017-10-12"
